hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:4232	GDNF	glial cell derived neurotrophic factor	protein-coding gene	gene with protein product	Approved	5p13.2	05p13.2	"ATF1|ATF2|HFB1-GDNF"	"astrocyte-derived trophic factor|glial cell line derived neurotrophic factor|glial derived neurotrophic factor"			GDNF family ligands	1586	1995-05-04			2023-01-20	2668	ENSG00000168621	OTTHUMG00000090809	uc063dca.1		NM_000514	"CCDS3923|CCDS54845|CCDS75237|CCDS3922|CCDS54846"	P39905	8493557	MGI:107430	RGD:2677			600837					122076					ligandId:4940										HGNC:4232	"ENST00000326524.7|NM_000514.4"	
HGNC:43592	GDNF-AS1	GDNF antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5p13.2	05p13.2	GDNFOS	GDNF opposite strand		"GDNF antisense RNA 1 (non-protein coding)|GDNF antisense RNA 1|GDNF antisense RNA 1 (head to head)"	Antisense RNAs	1987	2011-11-16		2018-03-22	2018-03-22	100861519	ENSG00000248587	OTTHUMG00000162110	uc021xxo.2	DA359107	NR_103441			22081608																			gdnf-as1				GDNF-AS1		HGNC:43592		
HGNC:20883	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	protein-coding gene	gene with protein product	Approved	17q22	17q22	"FLJ37451|GDE4"						2005-01-11			2023-01-20	284161	ENSG00000153982	OTTHUMG00000179376	uc002ixk.3	AK094770	NM_182569	"CCDS58583|CCDS11616|CCDS58584"	Q8N9F7	14612981	MGI:1913819	RGD:1311813			616317																				HGNC:20883	"ENST00000284116.9|NM_182569.4"	HGNC:20883
HGNC:25974	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	protein-coding gene	gene with protein product	Approved	Xq13.1	Xq13.1	"OBDPF|FLJ20207|GDE3"	osteoblast differentiation promoting factor					2004-04-23			2023-01-20	54857	ENSG00000130055	OTTHUMG00000021776	uc004dyh.4	AK000214	NM_017711	"CCDS14402|CCDS55437|CCDS55438"	Q9HCC8	12975309	MGI:1918834	RGD:1560780	Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/GDPD2		300940																				HGNC:25974	"ENST00000374382.4|NM_017711.4"	
HGNC:28638	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2	MGC4171						2005-03-15			2023-01-20	79153	ENSG00000102886	OTTHUMG00000132106	uc002dwp.4	AK026256	NM_024307	CCDS10671	Q7L5L3		MGI:1915866	RGD:1308386			616318																				HGNC:28638	"ENST00000406256.8|NM_024307.3"	
HGNC:24849	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	protein-coding gene	gene with protein product	Approved	11q13.5	11q13.5	GDE6						2005-03-15			2023-01-20	220032	ENSG00000178795	OTTHUMG00000165136	uc001oyf.3	AY326450	NM_182833	CCDS8249	Q6W3E5		MGI:3606573	RGD:1585799																							HGNC:24849	"ENST00000315938.5|NM_182833.3"	
HGNC:28804	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	protein-coding gene	gene with protein product	Approved	11q13.4-q13.5	11q13.4-q13.5	"PP1665|GDE2"						2005-03-15			2023-01-20	81544	ENSG00000158555	OTTHUMG00000165484	uc001owp.5	AF318377	NM_030792	"CCDS86230|CCDS8238|CCDS86229"	Q8WTR4	"18667693|17275818"	MGI:2686926	RGD:1559673			609632																				HGNC:28804	"ENST00000336898.8|NM_030792.8"	
HGNC:34360	GDPGP1	GDP-D-glucose phosphorylase 1	protein-coding gene	gene with protein product	Approved	15q26.1	15q26.1			C15orf58	chromosome 15 open reading frame 58			2008-07-02	2012-05-04	2012-05-04	2023-01-20	390637	ENSG00000183208	OTTHUMG00000172128	uc059ned.1		NM_001013657	CCDS32327	Q6ZNW5	21507950	MGI:2443429	RGD:1560277			619240															2.7.7.78					HGNC:34360	"ENST00000329600.8|NM_001013657.3"	
HGNC:4234	GEM	GTP binding protein overexpressed in skeletal muscle	protein-coding gene	gene with protein product	Approved	8q22.1	08q22.1	KIR	kinase-inducible Ras-like protein		GTP-binding protein overexpressed in skeletal muscle	RGK type GTPase family	1260	1995-08-15		2001-11-28	2023-01-20	2669	ENSG00000164949	OTTHUMG00000164392	uc003ygi.4		NM_181702	CCDS6261	P55040	"7912851|11956230"	MGI:99844	RGD:1307386			600164																				HGNC:4234	"ENST00000297596.3|NM_005261.4"	
HGNC:10884	GEMIN2	gem nuclear organelle associated protein 2	protein-coding gene	gene with protein product	Approved	14q21.1	14q21.1			SIP1	"survival of motor neuron protein interacting protein 1|gem (nuclear organelle) associated protein 2"	Gemins	1131	1998-10-16	2011-08-04	2015-11-06	2023-01-20	8487	ENSG00000092208	OTTHUMG00000028816	uc001wuq.4	AF027150	NM_001009182	"CCDS41946|CCDS32068|CCDS9669"	O14893	"9323130|9323129|11121410"	MGI:1913853	RGD:620842			602595																				HGNC:10884	"ENST00000308317.12|NM_003616.3"	
HGNC:49561	GEMIN2P1	gem nuclear organelle associated protein 2 pseudogene 1	pseudogene	pseudogene	Approved	1q21.3	01q21.3				gem (nuclear organelle) associated protein 2 pseudogene 1			2014-01-14		2015-11-06	2015-11-06	101929669	ENSG00000235015	OTTHUMG00000037088																	PGOHUM00000264153														HGNC:49561		
HGNC:49562	GEMIN2P2	gem nuclear organelle associated protein 2 pseudogene 2	pseudogene	pseudogene	Approved	3p22.1	03p22.1				gem (nuclear organelle) associated protein 2 pseudogene 2			2014-01-14		2015-11-06	2015-11-06	100287063	ENSG00000235339	OTTHUMG00000156200																	PGOHUM00000238007														HGNC:49562		
HGNC:15717	GEMIN4	gem nuclear organelle associated protein 4	protein-coding gene	gene with protein product	Approved	17p13.3	17p13.3	"HHRF-1|DKFZP434B131|p97|DKFZP434D174|HC56|HCAP1"	"HCC-associated protein 1|component of gems 4"		gem (nuclear organelle) associated protein 4	"Minor histocompatibility antigens|Gemins"	"870|1131"	2001-08-07		2015-11-06	2023-01-20	50628	ENSG00000179409	OTTHUMG00000177495	uc002frs.2	AF177341	NM_015721	CCDS45559	P57678	10725331	MGI:2449313	RGD:1563715			606969																				HGNC:15717	"ENST00000319004.6|NM_015721.3"	HGNC:15717
HGNC:20043	GEMIN5	gem nuclear organelle associated protein 5	protein-coding gene	gene with protein product	Approved	5q33.2	05q33.2				gem (nuclear organelle) associated protein 5	"WD repeat domain containing|Gemins"	"362|1131"	2002-12-16		2015-11-06	2023-01-20	25929	ENSG00000082516	OTTHUMG00000130189	uc003lvx.4	AK022748	NM_001252156	CCDS4330	Q8TEQ6	11714716	MGI:2449311	RGD:1586275			607005																				HGNC:20043	"ENST00000285873.8|NM_015465.5"	HGNC:20043
HGNC:20044	GEMIN6	gem nuclear organelle associated protein 6	protein-coding gene	gene with protein product	Approved	2p22.1	02p22.1	FLJ23459			gem (nuclear organelle) associated protein 6	Gemins	1131	2002-12-16		2015-11-06	2023-01-20	79833	ENSG00000152147	OTTHUMG00000128588	uc002rrc.4	AF453443	NM_024775	CCDS1799	Q8WXD5	11748230	MGI:1914492	RGD:1311168			607006																				HGNC:20044	"ENST00000281950.8|NM_024775.10"	
HGNC:20045	GEMIN7	gem nuclear organelle associated protein 7	protein-coding gene	gene with protein product	Approved	19q13.32	19q13.32	FLJ13956			gem (nuclear organelle) associated protein 7	Gemins	1131	2002-12-16		2015-11-06	2023-01-20	79760	ENSG00000142252	OTTHUMG00000181768	uc002paq.2	AK024018	NM_001007269	CCDS12654	Q9H840	12065586	MGI:1916981	RGD:1597035			607419																				HGNC:20045	"ENST00000270257.9|NM_024707.3"	
HGNC:53773	GEMIN7-AS1	GEMIN7 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	19q13.32	19q13.32					Antisense RNAs	1987	2017-11-03			2017-11-03	105372419	ENSG00000267348	OTTHUMG00000181770			NR_134887																												HGNC:53773		
HGNC:54938	GEMIN7P1	GEMIN7 pseudogene 1	pseudogene	pseudogene	Approved	Xp11.4	Xp11.4							2020-04-30			2020-04-30	100506654	ENSG00000225238				NG_030156																														
HGNC:26044	GEMIN8	gem nuclear organelle associated protein 8	protein-coding gene	gene with protein product	Approved	Xp22.2	Xp22.2	FLJ20514		FAM51A1	"family with sequence similarity 51, member A1|gem (nuclear organelle) associated protein 8"	Gemins	1131	2004-09-06	2006-11-24	2015-11-06	2023-01-20	54960	ENSG00000046647	OTTHUMG00000021160	uc004cwb.4	BC020785	NM_017856	CCDS14159	Q9NWZ8	16434402	MGI:2384300	RGD:1359160	Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/GEMIN8		300962																				HGNC:26044	"ENST00000680255.1|NM_001042479.2"	
HGNC:31818	GEMIN8P1	gem nuclear organelle associated protein 8 pseudogene 1	pseudogene	pseudogene	Approved	15q23	15q23			"FAM51A2P|GEMIN8P"	"family with sequence similarity 51, member A2 pseudogene|gem (nuclear organelle) associated protein 8 pseudogene|gem (nuclear organelle) associated protein 8 pseudogene 1"			2004-09-06	2010-03-16	2015-11-06	2020-04-20	100128431	ENSG00000259496	OTTHUMG00000172100		AC021818.9	NG_009513														PGOHUM00000246833														HGNC:31818		
HGNC:37977	GEMIN8P2	gem nuclear organelle associated protein 8 pseudogene 2	pseudogene	pseudogene	Approved	16q21	16q21				gem (nuclear organelle) associated protein 8 pseudogene 2			2010-03-16		2015-11-06	2015-11-06	644600	ENSG00000260451	OTTHUMG00000172972			NG_022523														PGOHUM00000249149														HGNC:37977		
HGNC:37978	GEMIN8P3	gem nuclear organelle associated protein 8 pseudogene 3	pseudogene	pseudogene	Approved	Xq21.2	Xq21.2				gem (nuclear organelle) associated protein 8 pseudogene 3			2010-03-16		2015-11-06	2015-11-06	100421535	ENSG00000223772	OTTHUMG00000021942			NG_022678														PGOHUM00000241881														HGNC:37978		
HGNC:37979	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4	pseudogene	pseudogene	Approved	1p22.2	01p22.2				gem (nuclear organelle) associated protein 8 pseudogene 4			2010-03-16		2015-11-06	2015-11-06	492303	ENSG00000228175	OTTHUMG00000010673			NR_002830														PGOHUM00000244095														HGNC:37979		
HGNC:26881	GEN1	GEN1 Holliday junction 5' flap endonuclease	protein-coding gene	gene with protein product	Approved	2p24.2	02p24.2	"FLJ40869|Gen"	Holliday junction resolvase		Gen endonuclease homolog 1 (Drosophila)			2007-11-14		2019-01-21	2023-01-20	348654	ENSG00000178295	OTTHUMG00000121173	uc002rct.3	AK098188	NM_182625	CCDS1691	Q17RS7	15576351	MGI:2443149	RGD:1559792			612449																				HGNC:26881	"ENST00000381254.7|NM_001130009.3"	HGNC:26881
HGNC:12790	GET1	guided entry of tail-anchored proteins factor 1	protein-coding gene	gene with protein product	Approved	21q22.2	21q22.2	CHD5		WRB	tryptophan rich basic protein	Guided entry of tail-anchored proteins complex subunits	1912	1997-07-22	2019-05-17	2019-05-17	2023-01-20	7485	ENSG00000182093	OTTHUMG00000066250	uc002yxs.4		NM_001146218	"CCDS54485|CCDS13664"	O00258	"9544840|21444755"	MGI:2136882	RGD:735104	LRG_1060|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1060.xml		602915					470088															HGNC:12790	"ENST00000649170.1|NM_004627.6"	
HGNC:54635	GET1-SH3BGR	GET1-SH3BGR readthrough	other	readthrough	Approved	21q22.2	21q22.2							2019-10-23			2019-10-23	106865373	ENSG00000285815				NM_001317744																														
HGNC:44010	GET1P1	GET1 pseudogene 1	pseudogene	pseudogene	Approved	4q25	04q25			WRBP1	tryptophan rich basic protein pseudogene 1			2012-05-28	2021-03-24	2021-03-24	2021-03-24	256085	ENSG00000248633	OTTHUMG00000161560			NG_006948														PGOHUM00000250729														HGNC:44010		
HGNC:752	GET3	guided entry of tail-anchored proteins factor 3, ATPase	protein-coding gene	gene with protein product	Approved	19p13.13	19p13.13	"ARSA-I|TRC40"	"golgi to ER traffic 3 homolog (S. cerevisiae)|transmembrane domain recognition complex, 40kDa"	ASNA1	arsA (bacterial) arsenite transporter, ATP-binding, homolog 1	"Guided entry of tail-anchored proteins complex subunits|GET4-GET5 transmembrane domain recognition complex subunits"	"1912|1914"	1997-07-01	2019-05-17	2019-05-17	2023-01-20	439	ENSG00000198356	OTTHUMG00000180355	uc060uci.1	U60276	NM_004317	CCDS32920	O43681	"8884272|17382883"	MGI:1928379	RGD:1307906			601913															3.6.3.16					HGNC:752	"ENST00000357332.8|NM_004317.4"	
HGNC:21690	GET4	guided entry of tail-anchored proteins factor 4	protein-coding gene	gene with protein product	Approved	7p22.3	07p22.3	"CGI-20|H_NH1244M04.5|CEE|TRC35"	"CGI-20 protein|conserved edge protein|transmembrane domain recognition complex, 35kDa"	C7orf20	"chromosome 7 open reading frame 20|golgi to ER traffic protein 4 homolog (S. cerevisiae)|golgi to ER traffic protein 4"	"BAG6 complex|GET4-GET5 transmembrane domain recognition complex subunits"	"1891|1914"	2003-07-09	2010-03-24	2019-05-17	2023-01-20	51608	ENSG00000239857	OTTHUMG00000112459	uc003sjl.2	AK023560	NM_015949	CCDS5317	Q7L5D6	"10810093|20106980|20676083"	MGI:1914854	RGD:1311660			612056																				HGNC:21690	"ENST00000265857.8|NM_015949.3"	HGNC:21690
HGNC:4235	GFAP	glial fibrillary acidic protein	protein-coding gene	gene with protein product	Approved	17q21.31	17q21.31	FLJ45472	intermediate filament protein			Intermediate filaments Type III	610	1989-12-07			2023-01-20	2670	ENSG00000131095	OTTHUMG00000179866	uc002ihq.3	S40719	NM_002055	"CCDS86602|CCDS45708|CCDS11491|CCDS59296"	P14136	9693047	MGI:95697	RGD:2679			137780					122078															HGNC:4235	"ENST00000588735.3|NM_002055.5"	HGNC:4235
HGNC:4236	GFER	growth factor, augmenter of liver regeneration	protein-coding gene	gene with protein product	Approved	16p13.3	16p13.3	"HSS|ERV1|ALR|HERV1|HPO1|HPO2"	"ERV1 homolog (S. cerevisiae)|FAD-linked sulfhydryl oxidase ALR|hepatic regenerative stimulation substance"		growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)	Flavoproteins	2258	1997-03-19		2008-08-01	2023-01-20	2671	ENSG00000127554	OTTHUMG00000176896	uc002cob.4	BC002429	NM_005262	CCDS32368	P55789	8575761	MGI:107757	RGD:61845			600924					331852										1.8.3.2					HGNC:4236	"ENST00000248114.7|NM_005262.3"	HGNC:4236
HGNC:4237	GFI1	growth factor independent 1 transcriptional repressor	protein-coding gene	gene with protein product	Approved	1p22.1	01p22.1	"GFI1A|GFI-1"		ZNF163	growth factor independent 1	"Zinc fingers C2H2-type|SNAG transcriptional repressors"	"28|1259"	1994-10-17		2016-05-04	2023-01-20	2672	ENSG00000162676	OTTHUMG00000010897	uc001dow.5	U67369	NM_005263	CCDS30773	Q99684	7789186	MGI:103170	RGD:2680	"GFI1base: Mutation registry for SCN and NI-CINA|http://structure.bmc.lu.se/idbase/GFI1base/|LRG_63|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_63.xml"		600871					122080															HGNC:4237	"ENST00000294702.6|NM_005263.5"	HGNC:4237
HGNC:4238	GFI1B	growth factor independent 1B transcriptional repressor	protein-coding gene	gene with protein product	Approved	9q34.13	09q34.13	ZNF163B			growth factor independent 1B (potential regulator of CDKN1A, translocated in CML)	"Zinc fingers C2H2-type|SNAG transcriptional repressors|MicroRNA protein coding host genes"	"28|1259|1691"	1998-09-17		2016-05-04	2023-01-20	8328	ENSG00000165702	OTTHUMG00000020848	uc064wsy.1	AF081946	NM_004188	"CCDS6957|CCDS94523|CCDS48049"	Q5VTD9	9878267	MGI:1276578	RGD:1311727	LRG_879|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_879.xml		604383					390922															HGNC:4238	"ENST00000372122.4|NM_001377304.1"	HGNC:4238
HGNC:13780	GFM1	G elongation factor mitochondrial 1	protein-coding gene	gene with protein product	Approved	3q25.32	03q25.32	"EFGM|GFM|EGF1|mtEF-G1"			G translation elongation factor, mitochondrial			2004-11-25		2016-07-05	2023-01-20	85476	ENSG00000168827	OTTHUMG00000158804	uc003fce.4	AF309777	NM_024996	"CCDS33885|CCDS77851|CCDS82867"	Q96RP9	"11374907|11735030"	MGI:107339	RGD:631396			606639					166715															HGNC:13780	"ENST00000486715.6|NM_024996.7"	HGNC:13780
HGNC:29682	GFM2	GTP dependent ribosome recycling factor mitochondrial 2	protein-coding gene	gene with protein product	Approved	5q13.3	05q13.3	"EFG2|FLJ21661|EF-G2mt"	ribosome releasing factor 2		G elongation factor mitochondrial 2			2004-09-30		2020-01-09	2023-01-20	84340	ENSG00000164347	OTTHUMG00000102058	uc003kdh.2	AF111808	NM_032380	"CCDS4023|CCDS47232|CCDS4024"	Q969S9	"11735030|19716793"	MGI:2444783	RGD:1309854			606544					470376															HGNC:29682	"ENST00000296805.8|NM_032380.5"	HGNC:29682
HGNC:21096	GFOD1	Gfo/Idh/MocA-like oxidoreductase domain containing 1	protein-coding gene	gene with protein product	Approved	6p24.1-p23	06p24.1-p23	"FLJ20330|ADG-90"		C6orf114	"chromosome 6 open reading frame 114|glucose-fructose oxidoreductase domain containing 1"	Gfo/Idh/MocA-like oxidoreductase domain containing	2241	2003-05-19		2023-05-05	2023-05-05	54438	ENSG00000145990	OTTHUMG00000014276	uc003nat.3	AK000337	NM_018988	"CCDS64351|CCDS4524|CCDS56397"	Q9NXC2		MGI:2145304	RGD:1311507			619932																				HGNC:21096	"ENST00000379287.4|NM_018988.4"	
HGNC:40956	GFOD1-AS1	GFOD1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	6p23	06p23				GFOD1 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-06-30		2012-08-15	2021-06-28	100874025	ENSG00000237786	OTTHUMG00000014274	uc063lym.1		NR_046709																										GFOD1-AS1				
HGNC:28159	GFOD2	Gfo/Idh/MocA-like oxidoreductase domain containing 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	"FLJ23802|MGC11335"			glucose-fructose oxidoreductase domain containing 2	Gfo/Idh/MocA-like oxidoreductase domain containing	2241	2006-04-06		2023-05-05	2023-05-05	81577	ENSG00000141098	OTTHUMG00000137537	uc002eub.4	AK074382	NM_030819	"CCDS59268|CCDS10845"	Q3B7J2	12975309	MGI:1917825	RGD:1311198			619933																				HGNC:28159	"ENST00000268797.12|NM_030819.4"	
HGNC:29052	GFOD3P	Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene	pseudogene	pseudogene	Approved	1p36.32	01p36.32	PDAM	p53-dependent apoptosis modulator	"KIAA0495|TP73-AS1"	"KIAA0495|TP73 antisense RNA 1"			2009-06-19	2023-05-26	2023-05-26	2024-01-09	57212	ENSG00000227372	OTTHUMG00000003414	uc009vlm.4		NR_033708			"20477830|23726844|28403886"																							TP73-AS1		HGNC:29052		
HGNC:4241	GFPT1	glutamine--fructose-6-phosphate transaminase 1	protein-coding gene	gene with protein product	Approved	2p13.3	02p13.3	"GFAT|GFA|GFAT1"		GFPT	glutamine-fructose-6-phosphate transaminase 1			1993-12-14		2010-05-11	2023-01-20	2673	ENSG00000198380	OTTHUMG00000152666	uc002sfh.4		NM_001244710	"CCDS58713|CCDS33216"	Q06210	1460020	MGI:95698	RGD:1549703	LRG_787|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_787.xml		138292					259368			C44.970							2.6.1.16					HGNC:4241	"ENST00000357308.9|NM_001244710.2"	HGNC:4241
HGNC:4242	GFPT2	glutamine-fructose-6-phosphate transaminase 2	protein-coding gene	gene with protein product	Approved	5q35.3	05q35.3	GFAT2	glutamine: fructose-6-phosphate aminotransferase 2					1999-05-06			2023-01-20	9945	ENSG00000131459	OTTHUMG00000163442	uc003mlw.2	AB016789	NM_005110	CCDS43411	O94808	10198162	MGI:1338883	RGD:1303097			603865					470378			C44.972												HGNC:4242	"ENST00000253778.13|NM_005110.4"	
HGNC:4243	GFRA1	GDNF family receptor alpha 1	protein-coding gene	gene with protein product	Approved	10q25.3	10q25.3	"RETL1|GDNFR|GFR-ALPHA-1|RET1L|TRNR1"		GDNFRA				1997-01-17			2023-01-20	2674	ENSG00000151892	OTTHUMG00000019097	uc009xyr.4	AF038421	NM_145793	"CCDS44481|CCDS7593"	P56159	"9465905|9545641"	MGI:1100842	RGD:2681			601496										objectId:1743										HGNC:4243	"ENST00000355422.11|NM_005264.8"	HGNC:4243
HGNC:4244	GFRA2	GDNF family receptor alpha 2	protein-coding gene	gene with protein product	Approved	8p21.3	08p21.3	"RETL2|GDNFRB|NTNRA|TRNR2"						1997-10-21			2023-01-20	2675	ENSG00000168546	OTTHUMG00000163897	uc064kuz.1	AF002700	NM_001495	"CCDS55207|CCDS47816|CCDS55208"	O00451	9177201	MGI:1195462	RGD:61809			601956										objectId:1744										HGNC:4244	"ENST00000524240.6|NM_001495.5"	
HGNC:4245	GFRA3	GDNF family receptor alpha 3	protein-coding gene	gene with protein product	Approved	5q31.2	05q31.2	GFRa-3						1998-02-27			2023-01-20	2676	ENSG00000146013	OTTHUMG00000129200	uc003lcn.4	AY358997	NM_001496	CCDS4201	O60609	9407096	MGI:1201403	RGD:620502			605710										objectId:1745										HGNC:4245	"ENST00000274721.8|NM_001496.4"	
HGNC:13821	GFRA4	GDNF family receptor alpha 4	protein-coding gene	gene with protein product	Approved	20p13	20p13		persephin receptor					2001-01-18			2023-03-15	64096	ENSG00000125861	OTTHUMG00000031748	uc002wio.4	AF253318	NM_145762	"CCDS13056|CCDS13055"	Q9GZZ7	"10958791|15225646"	MGI:1341873	RGD:620503			618679										objectId:1746										HGNC:13821	"ENST00000290417.7|NM_022139.4"	
HGNC:32789	GFRAL	GDNF family receptor alpha like	protein-coding gene	gene with protein product	Approved	6p12.1	06p12.1	"GRAL|UNQ9356|bA360D14.1"		C6orf144	chromosome 6 open reading frame 144			2006-05-18			2023-01-20	389400	ENSG00000187871	OTTHUMG00000014900	uc003pcm.1	AY358198	NM_207410	CCDS4957	Q6UXV0	"16086688|28846097|28846098|28846099"	MGI:3607786	RGD:1565220			617837										objectId:2977										HGNC:32789	"ENST00000340465.2|NM_207410.2"	
HGNC:12390	GFUS	GDP-L-fucose synthase	protein-coding gene	gene with protein product	Approved	8q24.3	08q24.3	"FX|P35B|SDR4E1"	short chain dehydrogenase/reductase family 4E, member 1	TSTA3	tissue specific transplantation antigen P35B	Short chain dehydrogenase/reductase superfamily	743	1998-03-20	2020-05-07	2020-05-07	2023-01-20	7264	ENSG00000104522	OTTHUMG00000165159	uc003yzb.3	U58766	NM_003313	CCDS6408	Q13630	"7803801|1348494|19027726"	MGI:98857	RGD:1307028			137020															1.1.1.271					HGNC:12390	"ENST00000425753.7|NM_003313.4"	
HGNC:44663	GFY	golgi associated olfactory signaling regulator	protein-coding gene	gene with protein product	Approved	19q13.33	19q13.33	Goofy	Golgi protein in olfactory neurons					2014-01-10		2015-12-11	2023-01-20	100507003	ENSG00000261949	OTTHUMG00000177824			NM_001195256	CCDS58672	I3L273	23926254	MGI:2685427	RGD:6500406			618696																				HGNC:44663	"ENST00000610896.3|NM_001195256.2"	
HGNC:17842	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	protein-coding gene	gene with protein product	Approved	22q13.1	22q13.1					Golgi associated, gamma adaptin ear containing, ARF binding proteins	1031	2001-12-19		2016-06-08	2023-01-20	26088	ENSG00000100083	OTTHUMG00000030985	uc003atc.4	AF190862	NM_013365	"CCDS33643|CCDS87022|CCDS54526|CCDS13951"	Q9UJY5	"10747088|10747089|16407204"	MGI:2146207	RGD:1307770			606004																				HGNC:17842	"ENST00000343632.9|NM_013365.5"	
HGNC:16064	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	protein-coding gene	gene with protein product	Approved	16p12.2	16p12.2	"VEAR|KIAA1080"			golgi-associated, gamma adaptin ear containing, ARF binding protein 2	Golgi associated, gamma adaptin ear containing, ARF binding proteins	1031	2001-12-19		2016-03-21	2023-03-15	23062	ENSG00000103365	OTTHUMG00000096957	uc002dlq.3	AF190863	NM_015044	CCDS10611	Q9UJY4	"10747088|10749927"	MGI:1921355	RGD:1304800			606005																				HGNC:16064	"ENST00000309859.8|NM_015044.4"	
HGNC:17079	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	protein-coding gene	gene with protein product	Approved	17q25.1	17q25.1	KIAA0154			golgi-associated, gamma adaptin ear containing, ARF binding protein 3	Golgi associated, gamma adaptin ear containing, ARF binding proteins	1031	2001-12-19		2016-03-30	2023-01-20	23163	ENSG00000125447	OTTHUMG00000179483	uc032frk.2	AF190864	NM_138619	"CCDS54164|CCDS58597|CCDS11717|CCDS11716"	Q9NZ52	"10747089|10749927"	MGI:2384159	RGD:1309553			606006																				HGNC:17079	"ENST00000537686.6|NM_138619.4"	
HGNC:25100	GGACT	gamma-glutamylamine cyclotransferase	protein-coding gene	gene with protein product	Approved	13q32.3	13q32.3			A2LD1	AIG2-like domain 1			2008-08-12	2012-09-27	2012-09-27	2023-01-20	87769	ENSG00000134864	OTTHUMG00000017291	uc058yas.1		NM_033110	CCDS45066	Q9BVM4	20110353	MGI:2385008	RGD:1304748			613378															4.3.2.9					HGNC:25100	"ENST00000683975.1|NM_001195087.2"	
HGNC:21705	GGCT	gamma-glutamylcyclotransferase	protein-coding gene	gene with protein product	Approved	7p14.3	07p14.3	"MGC3077|CRF21|Ggc"		"C7orf24|GCTG"	chromosome 7 open reading frame 24			2003-07-14	2008-08-04	2010-04-23	2023-01-20	79017	ENSG00000006625	OTTHUMG00000128593	uc003tba.4	BC019243	NM_024051	"CCDS56475|CCDS5428|CCDS56474|CCDS56476"	O75223	"17932939|18515354"	MGI:95700	RGD:1304876			137170										objectId:1392					4.3.2.9					HGNC:21705	"ENST00000275428.9|NM_024051.4"	
HGNC:54609	GGCTP1	GGCT pseudogene 1	pseudogene	pseudogene	Approved	5q15	05q15							2019-10-16			2019-10-16	100528061	ENSG00000251000				NG_028017																														
HGNC:54610	GGCTP2	GGCT pseudogene 2	pseudogene	pseudogene	Approved	20p11.23	20p11.23							2019-10-16			2019-10-16	100529052	ENSG00000232943				NG_028021																														
HGNC:54611	GGCTP3	GGCT pseudogene 3	pseudogene	pseudogene	Approved	2p16.3	02p16.3							2019-10-16			2019-10-16	100528063	ENSG00000225842				NG_028018																														
HGNC:4247	GGCX	gamma-glutamyl carboxylase	protein-coding gene	gene with protein product	Approved	2p11.2	02p11.2	VKCFD1	"vitamin K-dependent gamma-carboxylase|peptidyl-glutamate 4-carboxylase"					1994-07-04			2023-01-20	2677	ENSG00000115486	OTTHUMG00000130173	uc002sps.4		NM_000821	"CCDS46353|CCDS92792|CCDS1978"	P38435	1749935	MGI:1927655	RGD:68383	LRG_592|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_592.xml		137167					122083					objectId:1268					4.1.1.90					HGNC:4247	"ENST00000233838.9|NM_000821.7"	HGNC:4247
